Id,DateCreated,UserId,SendAmount,SendCurrencyId,ReceiveAmount,ReceiveCurrencyId,Narration,ExchangeRate,BaseAmount
1885244,2024-01-25,2099-4a5a-920,4767000,NGN,4506,CAD,Goods and Services,0.00094518,4506
1885246,2024-01-25,f5c1-43a6-b66,100,CAD,103800,NGN,Goods and Services,1038,100
1885249,2024-01-25,58d9-4835-a4a,145000,NGN,137,CAD,Other Personal Services,0.00094518,137
1885250,2024-01-25,982a-43de-b2f,259000,NGN,245,CAD,School-Related,0.00094518,245
1885251,2024-01-25,89be-45c9-bec,334,CAD,346692,NGN,Other Personal Services,1038,334
1885252,2024-01-25,dc32-4944-a65,360,CAD,373680,NGN,Grants and Gifts,1038,360
1885253,2024-01-25,97c8-4f15-90b,318000,NGN,301,CAD,Deposits with/from Financial Institutions Abroad,0.00094518,301
1885254,2024-01-25,687c-4fd6-913,108,CAD,112104,NGN,Goods and Services,1038,108
1885255,2024-01-25,39af-4b5e-adf,46700,NGN,44,CAD,Wages and Salaries in Cash,0.00094518,44
1885258,2024-01-25,4af9-4a5b-923,100,CAD,103800,NGN,Passenger Fare,1038,100
1885259,2024-01-25,9e53-47d2-a3d,120,CAD,124560,NGN,Other Personal Services,1038,120
1885260,2024-01-25,6d31-40cd-b23,100,CAD,103800,NGN,Other Personal Services,1038,100
1885261,2024-01-25,5294-4477-82e,390000,NGN,369,CAD,Goods and Services,0.00094518,369
1885266,2024-01-25,39af-4b5e-adf,419000,NGN,396,CAD,School-Related,0.00094518,396
1885267,2024-01-25,f02f-46bc-aaf,30,CAD,31140,NGN,Goods and Services,1038,30
1885270,2024-01-25,74a2-4201-80b,700,CAD,726600,NGN,School-Related,1038,700
1885271,2024-01-25,f02f-46bc-aaf,800,CAD,830400,NGN,Investment Income,1038,800
1885274,2024-01-25,62be-4ad9-bd8,20,CAD,20760,NGN,Other Personal Services,1038,20
1885277,2024-01-25,b733-4d3a-b41,600,CAD,622800,NGN,Health-Related,1038,600
1885278,2024-01-25,4ffa-488a-b7b,120,CAD,124560,NGN,Other Personal Services,1038,120
1885280,2024-01-25,9e53-47d2-a3d,25,CAD,25950,NGN,Other Personal Services,1038,25
1885281,2024-01-25,0c84-4e47-a80,100,CAD,103800,NGN,Grants and Gifts,1038,100
1885283,2024-01-25,e3d6-4269-bc9,500,CAD,519000,NGN,School-Related,1038,500
1885284,2024-01-25,ab59-4e15-bd3,50,CAD,51900,NGN,Other Personal Services,1038,50
1885286,2024-01-25,2b3f-408b-94f,10,CAD,10380,NGN,Goods and Services by Travellers,1038,10
1885287,2024-01-25,0fd4-4f52-891,41,CAD,42558,NGN,Maintenance and Repair Services n.i.e.,1038,41
1885290,2024-01-25,04f3-4ec8-bf8,97,CAD,100686,NGN,School-Related,1038,97
1885293,2024-01-25,f218-4808-840,386,CAD,400668,NGN,Manufactured Goods,1038,386
1885296,2024-01-25,3920-4a2b-aeb,44000,NGN,42,CAD,Grants and Gifts,0.00094518,42
1885297,2024-01-25,0d17-47fe-a37,864000,NGN,818,CAD,School-Related,0.00094697,818
1885299,2024-01-25,f02f-46bc-aaf,511,CAD,530418,NGN,"Machinery, Non-Customised Packaged Software and Transport Equipment",1038,511
1885300,2024-01-25,d037-4541-a92,97,CAD,100686,NGN,Grants and Gifts,1038,97
1885301,2024-01-25,1036-4d4a-9fa,300,CAD,311400,NGN,School-Related,1038,300
1885302,2024-01-25,b378-4e98-af9,300,CAD,311400,NGN,Maintenance and Repair Services n.i.e.,1038,300
1885305,2024-01-25,8a76-44a7-a37,99,CAD,102762,NGN,Grants and Gifts,1038,99
1885308,2024-01-25,cefa-41a6-9ba,10,CAD,10380,NGN,Other Personal Services,1038,10
1885309,2024-01-25,ad14-4fc8-87e,450,CAD,467100,NGN,Interest,1038,450
1885310,2024-01-25,7a5f-498f-a99,20,CAD,20760,NGN,School-Related,1038,20
1885313,2024-01-25,e420-44ee-9cf,100,CAD,103800,NGN,Other Personal Services,1038,100
1885314,2024-01-25,ea84-4381-898,96,CAD,99648,NGN,Health-Related,1038,96
1885316,2024-01-25,60ac-4074-8a3,100,CAD,103800,NGN,Grants and Gifts,1038,100
1885322,2024-01-25,e420-44ee-9cf,50,CAD,51900,NGN,Other Personal Services,1038,50
1885324,2024-01-25,ea84-4381-898,104,CAD,107952,NGN,Health-Related,1038,104
1885326,2024-01-25,7dbe-4c96-b1e,39,CAD,40482,NGN,Goods and Services,1038,39
1885327,2024-01-25,3c96-4d48-b11,20,CAD,20760,NGN,Interest,1038,20
1885328,2024-01-25,5cec-420c-ae6,200,CAD,207600,NGN,Goods and Services,1038,200
1885330,2024-01-25,4755-4010-919,602400,NGN,569,CAD,School-Related,0.00094518,569
1885331,2024-01-25,70df-4f5b-b9f,4046850,NGN,3825,CAD,Grants and Gifts,0.00094518,3825
1885332,2024-01-25,0a25-454e-a11,10,CAD,10380,NGN,Grants and Gifts,1038,10
1885334,2024-01-25,4690-408c-984,20,CAD,20760,NGN,Other Personal Services,1038,20
1885336,2024-01-25,da93-47b4-9e1,830,CAD,861540,NGN,Grants and Gifts,1038,830
1885339,2024-01-25,fa97-4f5c-a0d,200,CAD,207600,NGN,School-Related,1038,200
1885340,2024-01-25,eb7b-4abb-baa,20,CAD,20760,NGN,Other Personal Services,1038,20
1885341,2024-01-25,6b38-42d2-9dd,188,CAD,195144,NGN,School-Related,1038,188
1885343,2024-01-25,6f38-4788-877,25,CAD,25950,NGN,Education-Related,1038,25
1885344,2024-01-25,ba6c-41e7-ac8,100,CAD,103800,NGN,Investment Income,1038,100
1885345,2024-01-25,3f3a-40ea-a4e,964,CAD,1000632,NGN,School-Related,1038,964
1885348,2024-01-25,743d-4814-ab5,2000,CAD,2076000,NGN,Other Personal Services,1038,2000
1885350,2024-01-25,43c8-4abd-a58,92,CAD,95496,NGN,Grants and Gifts,1038,92
1885351,2024-01-25,,800,CAD,800,CAD,Partner Transaction,0,0
1885355,2024-01-25,3ca0-4ae0-b52,60,CAD,62280,NGN,Deposits with/from Financial Institutions Abroad,1038,60
1885358,2024-01-25,,153,CAD,153,CAD,Partner Transaction,0,0
1885360,2024-01-25,070f-403d-9fc,68,CAD,70584,NGN,School-Related,1038,68
1885361,2024-01-25,3cf0-49d6-858,10,CAD,10380,NGN,School-Related,1038,10
1885366,2024-01-25,c33b-471d-850,22,CAD,22836,NGN,Goods and Services,1038,22
1885368,2024-01-25,3cf0-49d6-858,20,CAD,20760,NGN,School-Related,1038,20
1885369,2024-01-25,46d2-45f0-ab4,225,CAD,233550,NGN,Other Personal Services,1038,225
1885371,2024-01-25,ab2b-4b7d-b22,100,CAD,103800,NGN,Health-Related,1038,100
1885372,2024-01-25,4621-4fa5-904,200,CAD,207600,NGN,Goods and Services,1038,200
1885375,2024-01-25,65a1-4b39-a62,200,CAD,207600,NGN,Grants and Gifts,1038,200
1885376,2024-01-25,cf08-4937-97f,97,CAD,100686,NGN,Health-Related,1038,97
1885379,2024-01-25,fbb1-4b8e-83c,2000,CAD,2076000,NGN,School-Related,1038,2000
1885380,2024-01-25,e710-4bc0-a79,10,CAD,10380,NGN,Grants and Gifts,1038,10
1885382,2024-01-25,d8aa-4d03-be7,302000,NGN,285,CAD,Health-Related,0.00094518,285
1885384,2024-01-25,d4ca-436a-946,50,CAD,51900,NGN,Health-Related,1038,50
1885385,2024-01-25,2f3a-4460-941,2400,CAD,2491200,NGN,Grants and Gifts,1038,2400
1885387,2024-01-25,d8aa-4d03-be7,2700000,NGN,2552,CAD,Health-Related,0.00094518,2552
1885389,2024-01-25,5c93-4bc2-8f2,200,CAD,207600,NGN,Health-Related,1038,200
1885392,2024-01-25,d599-4edd-a11,500,CAD,519000,NGN,Goods for Processing/Manufacturing Services,1038,500
1885394,2024-01-25,0c09-4067-ade,50,CAD,51900,NGN,Other Personal Services,1038,50
1885398,2024-01-25,179f-4925-86d,67240,NGN,64,CAD,School-Related,0.00094518,64
1885399,2024-01-25,8b00-4576-bf3,60,CAD,62280,NGN,School-Related,1038,60
1885400,2024-01-25,d03e-4a8d-b7d,20,CAD,20760,NGN,Other Personal Services,1038,20
1885401,2024-01-25,14e3-4d8a-8c1,50,CAD,51900,NGN,Other Personal Services,1038,50
1885402,2024-01-25,b03d-4f68-86d,58,CAD,60204,NGN,School-Related,1038,58
1885404,2024-01-25,9b61-449d-a12,100,CAD,103800,NGN,Grants and Gifts,1038,100
1885408,2024-01-25,91ce-455a-938,581900,NGN,550,CAD,School-Related,0.00094518,550
1885409,2024-01-25,4755-4010-919,5000000,NGN,4726,CAD,School-Related,0.00094518,4726
1885410,2024-01-25,b03d-4f68-86d,53,CAD,55014,NGN,School-Related,1038,53
1885412,2024-01-25,1766-4e16-aba,400,CAD,415200,NGN,"Architectural, Engineering and Other Technical Services",1038,400
1885413,2024-01-25,a448-4598-a09,1500,CAD,1557000,NGN,Health-Related,1038,1500
1885415,2024-01-25,72ef-4816-8b9,250,CAD,259500,NGN,Other Personal Services,1038,250
1885416,2024-01-25,338a-4f5c-b6e,350,CAD,363300,NGN,Grants and Gifts,1038,350
1885419,2024-01-25,9e8d-4064-9ac,1000,CAD,1038000,NGN,Other Personal Services,1038,1000
1885420,2024-01-25,b03d-4f68-86d,20,CAD,20760,NGN,School-Related,1038,20
1885422,2024-01-25,42cf-4130-847,193,CAD,200334,NGN,Health-Related,1038,193
1885425,2024-01-25,6331-479a-ac3,2600,CAD,2698800,NGN,Manufactured Goods,1038,2600
1885427,2024-01-25,b03d-4f68-86d,10,CAD,10380,NGN,School-Related,1038,10
1885428,2024-01-25,1df0-45ed-9fc,200,CAD,207600,NGN,Other Personal Services,1038,200
1885429,2024-01-25,891a-4b3c-a1c,100,CAD,103800,NGN,Goods and Services,1038,100
1885431,2024-01-25,781b-4cf8-b14,14700,NGN,14,CAD,Goods and Services,0.00094518,14
1885436,2024-01-25,66c5-4929-b99,1300,CAD,1349400,NGN,School-Related,1038,1300
1885437,2024-01-25,e45a-4c81-aa8,400,CAD,415200,NGN,Other Personal Services,1038,400
1885438,2024-01-25,45b8-43f3-97a,4180000,NGN,3951,CAD,School-Related,0.00094518,3951
1885439,2024-01-25,47ba-4795-a41,10,CAD,10380,NGN,Goods and Services,1038,10
1885442,2024-01-25,e370-4cae-893,415000,NGN,415000,NGN,Debit Account,1,400
1885443,2024-01-25,e62a-4b03-858,20,CAD,20760,NGN,Grants and Gifts,1038,20
1885444,2024-01-25,aed2-4807-9d3,499,CAD,517962,NGN,Goods and Services,1038,499
1885447,2024-01-25,5eef-44d5-940,600,CAD,622800,NGN,Goods and Services,1038,600
1885448,2024-01-25,6c13-420e-9b1,20,CAD,20760,NGN,Goods and Services,1038,20
1885449,2024-01-25,3ae8-4998-a7c,164,CAD,170232,NGN,Other Personal Services,1038,164
1885453,2024-01-25,5eef-44d5-940,193,CAD,200334,NGN,Goods and Services,1038,193
1885455,2024-01-25,c756-4c35-b76,200,CAD,207600,NGN,School-Related,1038,200
1885456,2024-01-25,d981-408e-8f0,50,CAD,51900,NGN,School-Related,1038,50
1885459,2024-01-25,78d5-4cc1-882,200,CAD,207600,NGN,School-Related,1038,200
1885460,2024-01-25,ebce-4701-b8d,48,CAD,49824,NGN,Grants and Gifts,1038,48
1885462,2024-01-25,891a-4b3c-a1c,40,CAD,41520,NGN,Passenger Fare,1038,40
1885464,2024-01-25,e89c-4944-8bd,58,CAD,60204,NGN,Wages and Salaries in Cash,1038,58
1885467,2024-01-25,ceca-4424-af4,110,CAD,114180,NGN,Other Personal Services,1038,110
1885469,2024-01-25,e89c-4944-8bd,29,CAD,30102,NGN,Wages and Salaries in Cash,1038,29
1885470,2024-01-25,4690-408c-984,49,CAD,50862,NGN,Other Personal Services,1038,49
1885471,2024-01-25,ffcc-468e-866,20,CAD,20760,NGN,Grants and Gifts,1038,20
1885472,2024-01-25,d983-4b3a-b16,4998242,NGN,4724,CAD,Education-Related,0.00094518,4724
1885473,2024-01-25,e89c-4944-8bd,13,CAD,13494,NGN,Investment Income,1038,13
1885476,2024-01-25,f271-4ab4-8a4,3997500,NGN,3778,CAD,School-Related,0.00094518,3778
1885477,2024-01-25,1d4c-4bc6-9d2,1000,CAD,1038000,NGN,Other Personal Services,1038,1000
1885479,2024-01-25,b03d-4f68-86d,17,CAD,17646,NGN,Goods and Services,1038,17
1885481,2024-01-25,e4cf-4747-83d,1500,CAD,1557000,NGN,School-Related,1038,1500
1885483,2024-01-25,c97a-44b1-924,49,CAD,50862,NGN,Health-Related,1038,49
1885485,2024-01-25,96f0-4ebe-a3a,15,CAD,15570,NGN,School-Related,1038,15
1885486,2024-01-25,3b81-45e4-b72,50,CAD,51900,NGN,Trade-Related Services,1038,50
1885490,2024-01-25,32fc-40e2-87c,15,CAD,15570,NGN,Other Personal Services,1038,15
1885491,2024-01-25,4755-4010-919,417756,NGN,395,CAD,School-Related,0.00094518,395
1885492,2024-01-25,a8db-4f5c-9e9,24,CAD,24912,NGN,School-Related,1038,24
1885493,2024-01-25,feb7-4057-a36,1000,CAD,1038000,NGN,Other Personal Services,1038,1000
1885494,2024-01-25,8cb9-4953-8d9,10,CAD,10380,NGN,Health-Related,1038,10
1885496,2024-01-25,8027-49ef-81f,100,CAD,103800,NGN,School-Related,1038,100
1885503,2024-01-25,0763-4ebc-8fa,120,CAD,124560,NGN,Other Personal Services,1038,120
1885504,2024-01-25,89ae-4189-a40,109,CAD,113142,NGN,School-Related,1038,109
1885505,2024-01-25,f434-415c-84c,140,CAD,145320,NGN,Goods and Services,1038,140
1885506,2024-01-25,54c5-416d-9e1,308000,NGN,291,CAD,Goods and Services,0.00094518,291
1885509,2024-01-25,1907-4087-b9d,250,CAD,259500,NGN,Health-Related,1038,250
1885510,2024-01-25,34bb-4483-b60,236,CAD,244968,NGN,Goods and Services,1038,236
1885511,2024-01-25,eddd-4a92-b27,1158000,NGN,1095,CAD,School-Related,0.00094518,1095
1885512,2024-01-25,b005-4779-af7,904,CAD,938352,NGN,Goods and Services,1038,904
1885514,2024-01-25,6445-4403-9e7,100,CAD,103800,NGN,Other Personal Services,1038,100
1885516,2024-01-25,d8c9-4ab7-908,3430,CAD,3560340,NGN,Other Personal Services,1038,3430
1885518,2024-01-25,8c5c-45ef-811,50,CAD,51900,NGN,Other Personal Services,1038,50
1885525,2024-01-25,cd3c-45b2-94f,100,CAD,103800,NGN,Grants and Gifts,1038,100
1885526,2024-01-25,e1de-401e-9c6,58,CAD,60204,NGN,Wages and Salaries in Cash,1038,58
1885527,2024-01-25,1027-471b-8ce,4998250,NGN,4724,CAD,Grants and Gifts,0.00094518,4724
1885529,2024-01-25,17ef-44ac-8a2,50,CAD,51900,NGN,Grants and Gifts,1038,50
1885535,2024-01-25,7904-416f-beb,100,CAD,103800,NGN,Other Personal Services,1038,100
1885539,2024-01-25,bfcf-4445-9e2,118000,NGN,112,CAD,Goods and Services,0.00094518,112
1885541,2024-01-25,58fd-4a83-a39,368,CAD,381984,NGN,Other Personal Services,1038,368
1885542,2024-01-25,4865-4e06-9e2,20,CAD,20760,NGN,Grants and Gifts,1038,20
1885545,2024-01-25,8d52-48d2-8f6,10,CAD,10380,NGN,Goods and Services,1038,10
1885546,2024-01-25,0df7-437d-900,90000,NGN,85,CAD,Grants and Gifts,0.00094518,85
1885549,2024-01-25,2888-43bf-be7,4998000,NGN,4724,CAD,Deposits with/from Financial Institutions Abroad,0.00094518,4724
1885550,2024-01-25,555e-4b74-88a,39,CAD,40482,NGN,Other Personal Services,1038,39
1885553,2024-01-25,4655-4869-a12,1058000,NGN,1000,CAD,Other Personal Services,0.00094518,1000
1885555,2024-01-25,ca1f-40bb-ae0,116,CAD,120408,NGN,Health Services,1038,116
1885556,2024-01-25,e9aa-4fe5-a5d,25,CAD,25950,NGN,Interest,1038,25
1885559,2024-01-25,2b5f-47b2-a42,1000,CAD,1038000,NGN,Grants and Gifts,1038,1000
1885560,2024-01-25,c968-4b37-8b0,177,CAD,183726,NGN,Health-Related,1038,177
1885561,2024-01-25,0c8d-4135-a6b,78,CAD,80964,NGN,Goods and Services,1038,78
1885562,2024-01-25,8fc2-4f33-919,58,CAD,60204,NGN,Other Personal Services,1038,58
1885564,2024-01-25,e1de-401e-9c6,29,CAD,30102,NGN,Interest,1038,29
1885565,2024-01-25,12d8-4c52-a4d,782942,NGN,740,CAD,School-Related,0.00094518,740
1885567,2024-01-25,9c38-4ba7-9da,34,CAD,35292,NGN,Grants and Gifts,1038,34
1885568,2024-01-25,d992-4abd-8f1,998942,NGN,944,CAD,School-Related,0.00094518,944
1885570,2024-01-25,ce88-432c-b47,100000,NGN,95,CAD,School-Related,0.00094518,95
1885574,2024-01-25,58a6-4240-950,10,CAD,10380,NGN,Other Personal Services,1038,10
1885576,2024-01-25,70c5-4c38-868,985,CAD,1022430,NGN,Health-Related,1038,985
1885579,2024-01-25,9f31-49cb-b93,250000,NGN,236,CAD,Other Personal Services,0.00094518,236
1885580,2024-01-25,b1b9-48f0-814,111,CAD,115218,NGN,Goods and Services,1038,111
1885581,2024-01-25,51b3-456d-915,200,CAD,208000,NGN,Wages and Salaries in Kind/Benefits Attributable to Employees,1040,200
1885582,2024-01-25,51b3-456d-915,100,CAD,104000,NGN,Wages and Salaries in Kind/Benefits Attributable to Employees,1040,100
1885585,2024-01-25,ec21-4a48-b90,169,CAD,175760,NGN,Goods and Services,1040,169
1885587,2024-01-25,51b3-456d-915,20,CAD,20800,NGN,Interest,1040,20
1885589,2024-01-25,417c-4942-875,3500000,NGN,3286,CAD,Other Personal Services,0.000938967,3286
1885591,2024-01-25,1d51-451d-ad5,100,CAD,104000,NGN,Interest,1040,100
1885596,2024-01-25,75a6-417a-9ee,20,CAD,20800,NGN,Grants and Gifts,1040,20
1885597,2024-01-25,202c-400d-9bc,145,CAD,150800,NGN,School-Related,1040,145
1885599,2024-01-25,6a23-43de-84e,116,CAD,120640,NGN,Wages and Salaries in Kind/Benefits Attributable to Employees,1040,116
1885600,2024-01-25,da58-4f88-ab7,1000,CAD,1040000,NGN,Investment Income,1040,1002
1885601,2024-01-25,bf1c-4589-80f,200,CAD,208000,NGN,Grants and Gifts,1040,200
1885603,2024-01-25,5877-4fe4-817,100,CAD,104000,NGN,School-Related,1040,100
1885604,2024-01-25,6a23-43de-84e,68,CAD,70720,NGN,Goods and Services by Travellers,1040,68
1885606,2024-01-25,be8e-467f-aaf,99000,NGN,93,CAD,Grants and Gifts,0.000938967,93
1885608,2024-01-25,3971-46bd-b74,10,CAD,10400,NGN,Health-Related,1040,10
1885609,2024-01-25,6a23-43de-84e,25,CAD,26000,NGN,Deposits with/from Financial Institutions Abroad,1040,25
1885611,2024-01-25,5eef-44d5-940,107,CAD,111280,NGN,Goods and Services,1040,107
1885615,2024-01-25,97bd-4c37-ad4,58,CAD,60320,NGN,Grants and Gifts,1040,58
1885616,2024-01-25,9015-4278-97f,100,CAD,104000,NGN,School-Related,1040,100
1885617,2024-01-25,63cf-4551-9d4,40,CAD,356,GHS,Goods and Services,8.89,39
1885619,2024-01-25,acea-42e4-9a5,193,CAD,200720,NGN,Other Personal Services,1040,193
1885620,2024-01-25,db0a-483f-aa5,2299000,NGN,2159,CAD,School-Related,0.000938967,2159
1885623,2024-01-25,7904-4c00-aaf,250,CAD,260000,NGN,Other Personal Services,1040,250
1885624,2024-01-25,d9df-4c06-a9f,160,CAD,166400,NGN,Other Personal Services,1040,160
1885625,2024-01-25,89fb-4bbe-b41,100,CAD,104000,NGN,Other Personal Services,1040,100
1885626,2024-01-25,ca79-4fb1-a14,20,CAD,20800,NGN,Goods for Processing/Manufacturing Services,1040,20
1885632,2024-01-25,,4446,CAD,4446,CAD,Partner Transaction,0,0
1885636,2024-01-25,718c-46c2-a76,250,CAD,260000,NGN,School-Related,1040,250
1885638,2024-01-25,3551-4268-95c,90,CAD,93600,NGN,Health-Related,1040,90
1885641,2024-01-25,6cf9-40fc-83b,58,CAD,60052,NGN,Other Personal Services,1040,58
1885642,2024-01-25,56f1-4134-b94,800,CAD,832000,NGN,Investment Income,1040,800
1885648,2024-01-25,40b2-4ad6-909,100,CAD,104000,NGN,Health-Related,1040,100
1885651,2024-01-25,5294-4477-82e,798000,NGN,749,CAD,Goods and Services,0.000938967,749
1885652,2024-01-25,04aa-4966-849,390,CAD,405600,NGN,Other Personal Services,1040,390
1885655,2024-01-25,301a-43bc-b83,60,CAD,62400,NGN,Other Personal Services,1040,60
1885656,2024-01-25,45d5-4a6c-99a,30,CAD,31200,NGN,Health-Related,1040,30
1885657,2024-01-25,9c07-4a4e-b9f,400000,NGN,376,CAD,School-Related,0.000938967,376
1885659,2024-01-25,22de-4117-b2d,97,CAD,100880,NGN,Grants and Gifts,1040,97
1885660,2024-01-25,a0e9-4d29-ab8,3573235,NGN,3355,CAD,School-Related,0.000938967,3355
1885661,2024-01-25,01fd-48d2-9e3,2399850,NGN,2399850,NGN,Debit Account,1,2308
1885664,2024-01-25,90ab-4630-a49,107000,NGN,100,CAD,School-Related,0.000938967,100
1885665,2024-01-25,b683-442f-8aa,100,CAD,104000,NGN,Grants and Gifts,1040,100
1885666,2024-01-25,dbb1-451e-a4c,20,CAD,20800,NGN,School-Related,1040,20
1885667,2024-01-25,661b-40a1-afd,10,CAD,10400,NGN,Goods and Services,1040,10
1885668,2024-01-25,2f24-4b93-8c4,49,CAD,50960,NGN,gift,1040,49
1885670,2024-01-25,a957-4052-8ab,194,CAD,201760,NGN,Grants and Gifts,1040,194
1885672,2024-01-25,310a-4398-b2d,97,CAD,100880,NGN,Other Personal Services,1040,97
1885673,2024-01-25,e2ba-4d9a-987,200,CAD,208000,NGN,Other Personal Services,1040,200
1885675,2024-01-25,cff7-46ae-960,26,CAD,27040,NGN,School-Related,1040,26
1885676,2024-01-25,0be1-43ff-aeb,1200,CAD,1248000,NGN,Health-Related,1040,1200
1885678,2024-01-25,c6bf-450f-993,68,CAD,70720,NGN,Health-Related,1040,68
1885679,2024-01-25,338c-4c33-9b4,40,CAD,41600,NGN,Other Personal Services,1040,40
1885680,2024-01-25,f02f-46bc-aaf,50,CAD,52000,NGN,Investment Income,1040,50
1885682,2024-01-25,33d2-4a9d-918,213000,NGN,200,CAD,School-Related,0.000938967,200
1885684,2024-01-25,d9b9-4c0d-914,100,CAD,104000,NGN,School-Related,1040,100
1885685,2024-01-25,d356-4cb1-851,77,CAD,80080,NGN,Goods and Services,1040,77
1885686,2024-01-25,afa8-4a1b-93d,110,CAD,114400,NGN,Goods and Services,1040,110
1885689,2024-01-25,310a-4398-b2d,64,CAD,66560,NGN,Other Personal Services,1040,64
1885691,2024-01-25,6d5e-4f7c-b84,1000,CAD,1040000,NGN,Other Personal Services,1040,1000
1885692,2024-01-25,9755-4df5-915,200,CAD,208000,NGN,Grants and Gifts,1040,200
1885694,2024-01-25,6269-4ed2-a23,19,CAD,19760,NGN,Goods and Services,1040,19
1885699,2024-01-25,6269-4ed2-a23,13,CAD,13520,NGN,Health-Related,1040,13
1885701,2024-01-25,c7e5-4147-816,20,CAD,20800,NGN,Goods and Services,1040,20
1885702,2024-01-25,beb8-4e84-ba1,203,CAD,211120,NGN,Other Personal Services,1040,203
1885704,2024-01-25,33e0-4000-817,20,CAD,20800,NGN,Goods and Services,1040,20
1885705,2024-01-25,e3ad-486b-b4a,300,CAD,312000,NGN,School-Related,1040,300
1885706,2024-01-25,845d-4d7b-ac1,65,CAD,67600,NGN,School-Related,1040,65
1885707,2024-01-25,f5b9-4131-bc5,300,CAD,312000,NGN,Other Personal Services,1040,300
1885708,2024-01-25,2c09-4ec8-971,230,CAD,239200,NGN,Health Services,1040,230
1885709,2024-01-25,c7e5-4147-816,600,CAD,624000,NGN,Goods and Services,1040,600
1885710,2024-01-25,07fb-4f96-a5c,100,CAD,104000,NGN,Education Services,1040,100
1885712,2024-01-25,fa25-421f-a7c,110,CAD,114400,NGN,Goods and Services,1040,110
1885713,2024-01-25,33e0-4000-817,10,CAD,10400,NGN,School-Related,1040,10
1885715,2024-01-25,fd2f-4c06-b1a,1500,CAD,1560000,NGN,Goods and Services,1040,1500
1885719,2024-01-25,ae56-41f9-91b,100,CAD,104000,NGN,School-Related,1040,100
1885720,2024-01-25,05c9-4803-aca,18600,NGN,17,CAD,Health-Related,0.000938967,17
1885721,2024-01-25,c4af-4416-bdb,64,CAD,66560,NGN,Grants and Gifts,1040,64
1885727,2024-01-25,466b-449f-8ed,250,CAD,260000,NGN,Goods and Services,1040,250
1885728,2024-01-25,a4cc-4ca1-b56,70,CAD,72800,NGN,School-Related,1040,70
1885729,2024-01-25,db5f-4794-a6d,2000000,NGN,1878,CAD,Passenger Fare,0.000938967,1878
1885730,2024-01-25,a279-405c-81b,50,CAD,52000,NGN,Health Services,1040,50
1885731,2024-01-25,bffd-4cd3-a7b,400,CAD,416000,NGN,Health-Related,1040,400
1885732,2024-01-25,7a1b-4fd0-881,97,CAD,100880,NGN,Grants and Gifts,1040,97
1885735,2024-01-25,738b-4179-b7e,73,CAD,75920,NGN,Other Personal Services,1040,73
1885738,2024-01-25,22ca-45c1-adc,10,CAD,10400,NGN,Manufactured Goods,1040,10
1885746,2024-01-25,12c9-4b3c-979,97,CAD,100880,NGN,School-Related,1040,97
1885747,2024-01-25,f23b-45d0-bb7,20,CAD,20800,NGN,Goods and Services,1040,20
1885748,2024-01-25,7e04-4f52-8e5,44,CAD,45760,NGN,School-Related,1040,44
1885749,2024-01-25,e874-4df7-bd6,3740000,NGN,3512,CAD,Education-Related,0.000938967,3512
1885751,2024-01-25,8569-472e-905,400,CAD,416000,NGN,Other Personal Services,1040,400
1885755,2024-01-25,8127-4fc1-8fb,10,CAD,10400,NGN,Grants and Gifts,1040,10
1885756,2024-01-25,58fe-4caa-97a,58,CAD,60320,NGN,Grants and Gifts,1040,58
1885757,2024-01-25,738b-4179-b7e,10,CAD,10400,NGN,Grants and Gifts,1040,10
1885758,2024-01-25,4711-4628-bff,4998200,NGN,4693,CAD,Education-Related,0.000938967,4693
1885760,2024-01-25,22de-4117-b2d,149,CAD,154960,NGN,Goods and Services,1040,149
1885761,2024-01-25,6147-4323-a7c,50,CAD,52000,NGN,Other Personal Services,1040,50
1885762,2024-01-25,9a8c-486c-b84,426000,NGN,400,CAD,School-Related,0.000938967,400
1885764,2024-01-25,d1a3-448d-a35,29,CAD,30000,NGN,Grants and Gifts,1040,29
1885766,2024-01-25,738b-4179-b7e,21,CAD,21840,NGN,Grants and Gifts,1040,21
1885769,2024-01-25,abaf-48c9-9eb,78,CAD,81120,NGN,Other Personal Services,1040,78
1885770,2024-01-25,33b5-490e-a24,280,CAD,291200,NGN,savings,1040,280
1885771,2024-01-25,1e1c-4741-93d,52,CAD,54080,NGN,Goods and Services,1040,52
1885773,2024-01-25,3b21-481f-a3b,350,CAD,364000,NGN,School-Related,1040,350
1885775,2024-01-25,0eb0-461a-b84,29,CAD,30160,NGN,Health-Related,1040,29
1885776,2024-01-25,58fe-4caa-97a,43,CAD,44720,NGN,Other Personal Services,1040,43
1885777,2024-01-25,4f7b-47ee-b94,10,CAD,10400,NGN,Other Personal Services,1040,10
1885780,2024-01-25,d7f8-46bb-adb,29,CAD,30160,NGN,Goods and Services,1040,29
1885782,2024-01-25,0df7-437d-900,21500,NGN,20,CAD,Grants and Gifts,0.000938967,20
1885785,2024-01-25,74a4-4f79-93b,10,CAD,10400,NGN,Grants and Gifts,1040,10
1885786,2024-01-25,a28a-4210-b8e,70,CAD,72800,NGN,Other Personal Services,1040,70
1885787,2024-01-25,33b5-490e-a24,70,CAD,72800,NGN,mummy allowance & pyrafield agent gift,1040,70
1885789,2024-01-25,ffcc-4e23-843,174000,NGN,163,CAD,Goods and Services,0.000938967,163
